# lambda(nm)  coeff spline
 4664.500 0.91142702    -3.1078e-03
 4665.000 0.91356701    -2.4709e-02
 4665.500 0.91215599     1.6720e-02
 4666.000 0.91288900     9.2862e-03
 4666.500 0.91535002    -1.2393e-02
 4667.000 0.91530001    -1.9980e-02
 4667.500 0.91120899    -4.6718e-03
 4668.000 0.90773898     5.3572e-02
 4668.500 0.91231197    -1.6584e-02
 4669.000 0.91533899    -2.4340e-02
 4669.500 0.91393602     7.6235e-03
 4670.000 0.91291702     3.0611e-03
 4670.500 0.91225100    -1.1396e-02
 4671.000 0.91053897     1.7420e-02
 4671.500 0.91161299     8.5796e-03
 4672.000 0.91349697    -3.2300e-02
 4672.500 0.90923601    -2.6859e-02
 4673.000 0.89212698    -1.6862e-01
 4673.500 0.81987399    -6.2213e-01
 4674.000 0.67514700     9.1775e-01
 4674.500 0.68842500     7.4324e-01
 4675.000 0.83674598    -6.4967e-01
 4675.500 0.90089798    -1.6461e-01
 4676.000 0.90325600    -1.7496e-01
 4676.500 0.87281799     7.7349e-02
 4677.000 0.85932302     2.7220e-01
 4677.500 0.88657802    -1.8815e-01
 4678.000 0.88050997    -3.1936e-01
 4678.500 0.81419098     1.9549e-02
 4679.000 0.76734602     7.0854e-01
 4679.500 0.82832998    -2.6581e-01
 4680.000 0.86667800    -1.8858e-01
 4680.500 0.83457798    -6.7063e-01
 4681.000 0.70004201     4.1265e-01
 4681.500 0.64846402     1.0110e+00
 4682.000 0.73426300    -1.1596e+00
 4682.500 0.70098603     7.6975e-01
 4683.000 0.75975299     2.8970e-01
 4683.500 0.87607199    -5.4730e-01
 4684.000 0.91099501    -5.3999e-02
 4684.500 0.91238898    -4.1401e-02
 4685.000 0.90646797     4.4044e-02
 4685.500 0.90714300     2.3530e-02
 4686.000 0.91213298    -3.4605e-02
 4686.500 0.91217101    -3.9581e-03
 4687.000 0.91019702     2.1486e-03
 4687.500 0.90763998    -1.8630e-02
 4688.000 0.90272099     1.5683e-02
 4688.500 0.89983600     4.7131e-03
 4689.000 0.89640802    -4.7567e-02
 4689.500 0.88723999     4.7795e-02
 4690.000 0.87747300    -1.5799e-01
 4690.500 0.81480700    -6.8541e-01
 4691.000 0.66758102     8.7020e-01
 4691.500 0.66885799     7.6868e-01
 4692.000 0.80199301    -7.8033e-01
 4692.500 0.83622402    -2.1068e-02
 4693.000 0.83984703     1.3001e-01
 4693.500 0.85780799    -1.5485e-01
 4694.000 0.85051697    -1.1665e-01
 4694.500 0.81883103     3.5979e-02
 4695.000 0.77217299    -3.8659e-01
 4695.500 0.68072402     4.3541e-01
 4696.000 0.65961701     3.3315e-01
 4696.500 0.71043199    -4.1882e-02
 4697.000 0.76441503    -8.9587e-02
 4697.500 0.79230797    -2.2593e-01
 4698.000 0.78280503     9.5819e-02
 4698.500 0.78239697     6.0936e-02
 4699.000 0.76859403    -6.6104e-01
 4699.500 0.64657903    -1.3862e-02
 4700.000 0.55151403     1.3633e+00
 4700.500 0.66746098    -3.7501e-01
 4701.000 0.75565499    -5.2933e-01
 4701.500 0.75693601     4.0641e-01
 4702.000 0.79338700    -2.5225e-01
 4702.500 0.80099303    -8.9697e-02
 4703.000 0.77453297    -2.0655e-01
 4703.500 0.73548001     6.1366e-01
 4704.000 0.77810800    -2.8776e-01
 4704.500 0.78823102    -2.4273e-01
 4705.000 0.74375099    -5.1798e-02
 4705.500 0.68488801     1.0473e-01
 4706.000 0.66134000     4.8044e-01
 4706.500 0.71051800    -2.8105e-01
 4707.000 0.71389902    -4.5537e-01
 4707.500 0.65053898     5.0073e-01
 4708.000 0.63194400    -4.7319e-01
 4708.500 0.56559998     2.4605e-01
 4709.000 0.55906999     9.2452e-01
 4709.500 0.68023098    -8.7954e-01
 4710.000 0.69976002     1.5448e-01
 4710.500 0.70925701     2.0851e-02
 4711.000 0.72309601    -1.3368e-01
 4711.500 0.72531301     2.3493e-01
 4712.000 0.74647999    -3.5124e-01
 4712.500 0.71856803    -7.8580e-03
 4713.000 0.69042200     3.7706e-01
 4713.500 0.70915198    -3.7534e-01
 4714.000 0.69369102     3.0373e-01
 4714.500 0.71496302     4.2015e-02
 4715.000 0.73758799    -4.3932e-01
 4715.500 0.70029902     2.7733e-01
 4716.000 0.69325799     5.5954e-02
 4716.500 0.70100701    -1.4618e-01
 4717.000 0.66315901    -5.6555e-01
 4717.500 0.54863799     5.6823e-01
 4718.000 0.53660500     7.5235e-01
 4718.500 0.65411901    -4.6850e-01
 4719.000 0.71675599    -1.9542e-01
 4719.500 0.73658502     2.2277e-01
 4720.000 0.77778202    -1.8285e-01
 4720.500 0.78249699    -3.6695e-01
 4721.000 0.72697800     2.0502e-01
 4721.500 0.70219100     2.8442e-01
 4722.000 0.72730303    -1.4512e-01
 4722.500 0.74777901     1.8479e-01
 4723.000 0.78763700    -1.2888e-01
 4723.500 0.80214500    -2.7766e-01
 4724.000 0.76912099     9.8757e-02
 4724.500 0.74102801     9.7590e-04
 4725.000 0.72147900     1.0239e-01
 4725.500 0.72462702     1.3418e-01
 4726.000 0.71685898    -9.0108e-01
 4726.500 0.59342498     6.9418e-01
 4727.000 0.56444299     3.9123e-01
 4727.500 0.58123201    -1.1606e+00
 4728.000 0.47125199     1.2087e+00
 4728.500 0.53034502     3.8360e-01
 4729.000 0.67784297    -6.2137e-01
 4729.500 0.74900001     2.6970e-01
 4730.000 0.82180601    -4.1784e-01
 4730.500 0.83982098     8.6685e-02
 4731.000 0.85354000    -3.2000e-02
 4731.500 0.85704702    -2.0377e-01
 4732.000 0.83979201     3.4880e-01
 4732.500 0.87132198    -2.0607e-02
 4733.000 0.90687001    -1.6994e-01
 4733.500 0.90952998    -8.8927e-02
 4734.000 0.89581603     1.3268e-01
 4734.500 0.89411497    -1.5348e-01
 4735.000 0.84329301    -6.9767e-01
 4735.500 0.69134498     5.1713e-01
 4736.000 0.64818501     1.2401e+00
 4736.500 0.80558997    -6.6389e-01
 4737.000 0.88725299    -4.0232e-01
 4737.500 0.87041497    -9.0856e-02
 4738.000 0.81978899    -4.5169e-02
 4738.500 0.76600200     1.9567e-01
 4739.000 0.74890703     1.4310e-01
 4739.500 0.76371199    -2.4852e-03
 4740.000 0.77741700    -1.5956e-01
 4740.500 0.76416099    -6.3337e-03
 4741.000 0.74776602     1.0956e-01
 4741.500 0.74598002    -8.1295e-02
 4742.000 0.74240100     1.7259e-01
 4742.500 0.76121300    -7.1669e-02
 4743.000 0.76716298    -1.9460e-01
 4743.500 0.74782503     2.4316e-01
 4744.000 0.74753702    -3.2084e-01
 4744.500 0.67639500    -6.6029e-01
 4745.000 0.52654201     1.0730e+00
 4745.500 0.54930198     5.1120e-01
 4746.000 0.68493402    -4.0882e-01
 4746.500 0.75787097    -3.8061e-01
 4747.000 0.74243098    -1.8980e-01
 4747.500 0.70122498     5.2142e-01
 4748.000 0.73711097    -4.5685e-02
 4748.500 0.77537000    -2.8173e-01
 4749.000 0.76467699    -2.2479e-03
 4749.500 0.75074899     2.1308e-01
 4750.000 0.77604902     9.1396e-02
 4750.500 0.81535703    -2.4247e-01
 4751.000 0.81803900    -5.2705e-04
 4751.500 0.81089002     8.6389e-03
 4752.000 0.80821103     7.3251e-02
 4752.500 0.81602901    -4.9717e-02
 4753.000 0.81559199    -7.2503e-02
 4753.500 0.78325999    -4.2575e-01
 4754.000 0.67667103    -6.6639e-03
 4754.500 0.59741402     1.1084e+00
 4755.000 0.69265097    -2.3897e-01
 4755.500 0.78176302    -2.9949e-01
 4756.000 0.80959702    -3.3744e-02
 4756.500 0.82193798     6.2634e-02
 4757.000 0.83506900    -1.9783e-01
 4757.500 0.82161599     9.0667e-02
 4758.000 0.81176198    -7.8462e-02
 4758.500 0.79846400     1.4053e-01
 4759.000 0.80178499    -8.4790e-02
 4759.500 0.80119699     1.0482e-01
 4760.000 0.79577100    -4.5060e-01
 4760.500 0.72263098     7.2436e-02
 4761.000 0.67790198     8.4272e-01
 4761.500 0.76015800    -3.9568e-01
 4762.000 0.80536002    -1.4931e-01
 4762.500 0.80076998    -2.0210e-01
 4763.000 0.75117701    -1.2237e-01
 4763.500 0.66739303    -1.2902e-01
 4764.000 0.60606402     1.1774e+00
 4764.500 0.71898502    -3.9840e-01
 4765.000 0.80384898    -2.5712e-01
 4765.500 0.82698798    -5.4502e-02
 4766.000 0.82421100    -1.4685e-01
 4766.500 0.80453098     2.3623e-01
 4767.000 0.79726499    -5.0013e-01
 4767.500 0.71886200     5.7016e-02
 4768.000 0.66582298     8.8080e-01
 4768.500 0.75323701    -2.0936e-01
 4769.000 0.82826501    -3.4064e-01
 4769.500 0.83635700    -3.4552e-02
 4770.000 0.82807201     8.5801e-02
 4770.500 0.82743597    -1.2508e-01
 4771.000 0.81585902     1.5193e-01
 4771.500 0.82336199    -2.4718e-02
 4772.000 0.82372302    -2.2446e-01
 4772.500 0.77681398    -2.1191e-01
 4773.000 0.68664002     3.3745e-02
 4773.500 0.63072097     8.9905e-01
 4774.000 0.71526998    -2.5871e-01
 4774.500 0.78362399    -2.5289e-01
 4775.000 0.78902501    -2.4058e-01
 4775.500 0.74142998    -5.6672e-02
 4776.000 0.66588002    -2.0365e-01
 4776.500 0.57354498     4.6841e-01
 4777.000 0.57911301     6.7967e-01
 4777.500 0.69661599    -5.0065e-01
 4778.000 0.76215798     7.5872e-02
 4778.500 0.81497198    -1.0831e-01
 4779.000 0.84324503    -2.3162e-01
 4779.500 0.83304000     1.1133e-01
 4780.000 0.81998402    -2.8211e-01
 4780.500 0.77926803     3.5326e-01
 4781.000 0.79325700     1.8198e-01
 4781.500 0.84086198    -2.7440e-01
 4782.000 0.83976799    -2.5314e-01
 4782.500 0.76552403    -4.6864e-01
 4783.000 0.62736201     5.9367e-01
 4783.500 0.55787498    -2.5783e-01
 4784.000 0.45170599    -4.4271e-01
 4784.500 0.33043399     1.6662e+00
 4785.000 0.46454999    -9.2750e-02
 4785.500 0.64288199    -2.3401e-01
 4786.000 0.76823902    -2.4261e-01
 4786.500 0.83380800    -2.3046e-01
 4787.000 0.83510202    -3.7816e-01
 4787.500 0.76335597    -9.8763e-03
 4788.000 0.70222902     6.7252e-01
 4788.500 0.75410002     3.1745e-02
 4789.000 0.82345402    -3.7991e-01
 4789.500 0.82043898    -2.4897e-01
 4790.000 0.74047297    -4.7103e-01
 4790.500 0.60428602     7.8378e-01
 4791.000 0.59177399     3.0411e-01
 4791.500 0.67172003     2.1878e-01
 4792.000 0.78089303    -4.7778e-01
 4792.500 0.79344600    -6.2653e-01
 4793.000 0.71200901     7.2814e-01
 4793.500 0.73353601     1.8509e-01
 4794.000 0.79848498    -4.2637e-01
 4794.500 0.77982700    -4.8616e-01
 4795.000 0.70322299     9.8030e-01
 4795.500 0.76557899    -1.0002e-01
 4796.000 0.83448601    -4.2300e-01
 4796.500 0.83841002     2.3244e-01
 4797.000 0.86030000    -7.5581e-02
 4797.500 0.86801201    -2.7039e-01
 4798.000 0.81141901    -3.8618e-01
 4798.500 0.70591801     6.4133e-01
 4799.000 0.70651603     3.6725e-01
 4799.500 0.78461897    -2.5020e-01
 4800.000 0.83172101    -1.1046e-01
 4800.500 0.85211200     5.0987e-02
 4801.000 0.86678600    -2.3069e-01
 4801.500 0.82128400    -5.7243e-01
 4802.000 0.68916601     4.4165e-01
 4802.500 0.61882699     2.8854e-01
 4803.000 0.62065500     1.3621e-01
 4803.500 0.67995697     5.4601e-01
 4804.000 0.81070501    -6.0553e-01
 4804.500 0.84959799    -3.2840e-01
 4805.000 0.80076700    -1.8623e-01
 4805.500 0.71157497     1.0467e-01
 4806.000 0.67031002     9.1780e-01
 4806.500 0.77001101    -3.9270e-01
 4807.000 0.83211601    -2.4930e-01
 4807.500 0.83730602     2.3949e-02
 4808.000 0.83564198    -1.0990e-02
 4808.500 0.81600100    -4.1144e-01
 4809.000 0.72043902    -1.6537e-01
 4809.500 0.61309999     7.9027e-01
 4810.000 0.61142099    -4.5986e-01
 4810.500 0.55359101    -2.9844e-01
 4811.000 0.44529399     4.4243e-01
 4811.500 0.38804501    -2.4611e-01
 4812.000 0.30224299    -1.4327e-01
 4812.500 0.18538800     7.3922e-02
 4813.000 0.08370000     2.1159e-01
 4813.500 0.02690000     1.5703e-01
 4814.000 0.00789000     6.7254e-02
 4814.500 0.03200000     6.0884e-01
 4815.000 0.19644600     8.6547e-01
 4815.500 0.50454497    -6.2304e-01
 4816.000 0.71828502    -6.3792e-01
 4816.500 0.79170400    -1.9298e-01
 4817.000 0.80853200     5.1642e-02
 4817.500 0.82667702     1.8016e-02
 4818.000 0.83971798    -2.4621e-01
 4818.500 0.82203102     2.2933e-01
 4819.000 0.83057702    -4.1540e-02
 4819.500 0.83841002    -8.0287e-02
 4820.000 0.81412399    -4.0817e-01
 4820.500 0.69997102    -4.4384e-01
 4821.000 0.55816501     1.5199e+00
 4821.500 0.62962902    -5.1709e-01
 4822.000 0.67828202     1.0338e-03
 4822.500 0.71450198     2.1456e-01
 4823.000 0.77212602    -3.4557e-01
 4823.500 0.79364198     3.0113e-01
 4824.000 0.83697802    -3.3527e-01
 4824.500 0.82612699    -2.6054e-01
 4825.000 0.74978298    -1.9439e-01
 4825.500 0.64633203     3.8754e-01
 4826.000 0.64025497     9.8121e-01
 4826.500 0.78615499    -6.6493e-01
 4827.000 0.85562098    -1.5591e-01
 4827.500 0.86846399    -7.0385e-02
 4828.000 0.85985303    -7.7447e-02
 4828.500 0.81567597    -4.7341e-01
 4829.000 0.68330997    -1.4544e-01
 4829.500 0.57267600     1.5767e+00
 4830.000 0.70522302    -3.2518e-01
 4830.500 0.82863998    -4.9514e-01
 4831.000 0.85820597     5.3303e-02
 4831.500 0.87079197    -1.2560e-01
 4832.000 0.84686500    -4.2723e-01
 4832.500 0.72093600    -6.1352e-01
 4833.000 0.53871500     1.5303e+00
 4833.500 0.60267699     4.0065e-01
 4834.000 0.77141500    -6.1828e-01
 4834.500 0.85151201    -5.4902e-02
 4835.000 0.88807303    -2.0697e-01
 4835.500 0.87179500    -3.8534e-01
 4836.000 0.75221002    -7.3105e-01
 4836.500 0.54816300     1.2824e+00
 4837.000 0.56520897     9.0755e-01
 4837.500 0.75544500    -7.5608e-01
 4838.000 0.84990603    -1.8182e-01
 4838.500 0.87563902    -1.6611e-01
 4839.000 0.85635602    -2.3411e-01
 4839.500 0.75111902    -9.6034e-01
 4840.000 0.47704700     2.3419e-02
 4840.500 0.25811899     2.1901e+00
 4841.000 0.41405901     2.1295e-01
 4841.500 0.63655800    -1.4445e+00
 4842.000 0.57719100    -1.1997e+00
 4842.500 0.29590699     9.1744e-01
 4843.000 0.16684100     1.1832e+00
 4843.500 0.25530401    -4.2957e-01
 4844.000 0.36213800     9.7597e-01
 4844.500 0.60178602    -2.8677e-01
 4845.000 0.80573899    -6.8557e-01
 4845.500 0.87649798    -1.6762e-01
 4846.000 0.88793999    -6.7549e-02
 4846.500 0.85721600    -5.7416e-01
 4847.000 0.70114702    -6.4407e-01
 4847.500 0.49165899     1.8684e+00
 4848.000 0.58605999     4.6380e-01
 4848.500 0.79912502    -8.7568e-01
 4849.000 0.87858200    -1.6769e-01
 4849.500 0.88969499    -9.3806e-02
 4850.000 0.86656302    -2.7896e-01
 4850.500 0.75453800    -9.2379e-01
 4851.000 0.52831900     1.2335e+00
 4851.500 0.51889598     1.1931e+00
 4852.000 0.70514798    -1.3095e+00
 4852.500 0.67373598    -1.1791e+00
 4853.000 0.44986501     1.4068e+00
 4853.500 0.45634800     1.0803e+00
 4854.000 0.62440801    -1.8502e+00
 4854.500 0.53799301     2.1305e-01
 4855.000 0.48409900     1.7785e+00
 4855.500 0.70654303    -6.9484e-01
 4856.000 0.86512297    -5.3184e-01
 4856.500 0.90335500    -6.6145e-02
 4857.000 0.90374500    -1.1179e-01
 4857.500 0.85443002    -6.7962e-01
 4858.000 0.67563999    -2.7714e-01
 4858.500 0.50588900     2.0051e+00
 4859.000 0.65643901    -5.6034e-02
 4859.500 0.84991801    -7.5067e-01
 4860.000 0.91055101    -1.2961e-01
 4860.500 0.91557503    -6.5524e-02
 4861.000 0.88745701    -4.0371e-01
 4861.500 0.75615603    -7.9604e-01
 4862.000 0.54549497     1.6832e+00
 4862.500 0.61184698     7.1139e-01
 4863.000 0.82797599    -9.3416e-01
 4863.500 0.91070300    -1.7640e-01
 4864.000 0.92222100    -6.9261e-02
 4864.500 0.90479201    -2.4129e-01
 4865.000 0.80775201    -8.7626e-01
 4865.500 0.59716398     1.0212e+00
 4866.000 0.57737499     1.3707e+00
 4866.500 0.79125202    -8.9602e-01
 4867.000 0.89959401    -3.1948e-01
 4867.500 0.91624802    -2.6584e-02
 4868.000 0.91049403    -1.1198e-01
 4868.500 0.85345501    -7.5635e-01
 4869.000 0.67376000     1.9363e-01
 4869.500 0.56963599     1.7955e+00
 4870.000 0.74857199    -5.8235e-01
 4870.500 0.88293803    -5.3580e-01
 4871.000 0.90709901     8.0651e-02
 4871.500 0.91878301    -8.6248e-02
 4872.000 0.89705098    -5.3765e-01
 4872.500 0.76257497    -4.6903e-01
 4873.000 0.59909397     1.7176e+00
 4873.500 0.70623302     9.3378e-02
 4874.000 0.87143803    -6.9756e-01
 4874.500 0.92193103    -5.6215e-02
 4875.000 0.93039000    -8.6393e-02
 4875.500 0.91130900    -2.5917e-01
 4876.000 0.81663501    -6.9115e-01
 4876.500 0.64600801     1.2009e+00
 4877.000 0.67738098     7.3557e-01
 4877.500 0.84772003    -8.0800e-01
 4878.000 0.90757900    -1.5510e-01
 4878.500 0.90775102    -4.0960e-03
 4879.000 0.89995003    -1.9870e-02
 4879.500 0.85952902    -6.9930e-01
 4880.000 0.72035003     4.4689e-01
 4880.500 0.67783999     1.2318e+00
 4881.000 0.83127701    -6.7136e-01
 4881.500 0.91467500    -2.2729e-01
 4882.000 0.93174797    -1.1294e-02
 4882.500 0.93550599    -4.7096e-02
 4883.000 0.91061503    -4.8790e-01
 4883.500 0.79651099    -1.4243e-01
 4884.000 0.69525498     1.3660e+00
 4884.500 0.80377698    -2.8681e-01
 4885.000 0.90105498    -4.8859e-01
 4885.500 0.88183498    -5.5480e-01
 4886.000 0.76309299     3.1925e-01
 4886.500 0.70626998     7.6386e-01
 4887.000 0.75265998    -8.9756e-01
 4887.500 0.71561599     8.2396e-01
 4888.000 0.78574800     1.7394e-01
 4888.500 0.89791697    -5.1082e-01
 4889.000 0.93074602    -3.4808e-02
 4889.500 0.93463701    -4.4460e-02
 4890.000 0.92613798    -8.4711e-02
 4890.500 0.88005501    -5.1871e-01
 4891.000 0.76117599     4.1245e-01
 4891.500 0.67658001    -3.0828e-01
 4892.000 0.53809702    -4.7261e-01
 4892.500 0.39788100     2.1571e+00
 4893.000 0.59240597    -1.2211e-01
 4893.500 0.82056397    -8.6148e-01
 4894.000 0.87953597    -4.9244e-01
 4894.500 0.82414103     8.6412e-02
 4895.000 0.79154497     6.9396e-01
 4895.500 0.86412400    -3.3805e-01
 4896.000 0.90246600    -1.6346e-01
 4896.500 0.89565802    -9.1710e-02
 4897.000 0.85420299    -3.0123e-01
 4897.500 0.72092199    -9.0720e-01
 4898.000 0.42280799    -2.5968e-02
 4898.500 0.14927800     1.6011e+00
 4899.000 0.19407900     1.2616e+00
 4899.500 0.49855101    -4.1525e-01
 4900.000 0.75520098    -7.4828e-01
 4900.500 0.86111200    -2.0935e-01
 4901.000 0.89502901    -1.4218e-01
 4901.500 0.88596201    -2.5354e-01
 4902.000 0.84603900     4.1579e-01
 4902.500 0.86985803     1.2017e-01
 4903.000 0.92095399    -2.4183e-01
 4903.500 0.93601501    -1.7671e-02
 4904.000 0.93832701     6.5441e-03
 4904.500 0.94016898    -1.9786e-02
 4905.000 0.93086302    -1.9495e-01
 4905.500 0.89463502     1.5346e-01
 4906.000 0.88418001     1.9967e-01
 4906.500 0.90466899    -2.0948e-01
 4907.000 0.87800503    -4.9344e-01
 4907.500 0.75785899    -6.0349e-02
 4908.000 0.64991200     1.0276e+00
 4908.500 0.71032703    -9.4033e-03
 4909.000 0.80551201    -1.5552e-01
 4909.500 0.87369800    -1.6500e-02
 4910.000 0.92560500    -1.6918e-01
 4910.500 0.94603097    -6.2330e-02
 4911.000 0.94937301     8.4844e-03
 4911.500 0.95119703    -8.0397e-03
 4912.000 0.94933498    -6.4791e-02
 4912.500 0.93510699    -2.9578e-02
 4913.000 0.92017603     1.6623e-01
 4913.500 0.93118602    -1.2764e-02
 4914.000 0.94443703    -6.1392e-02
 4914.500 0.94687498    -1.1819e-03
 4915.000 0.94427401    -5.4815e-02
 4915.500 0.92257500    -2.3791e-01
 4916.000 0.86693901     1.9198e-01
 4916.500 0.85123599     4.2839e-01
 4917.000 0.90651798    -2.0188e-01
 4917.500 0.94102198    -1.1953e-01
 4918.000 0.94791198     1.7261e-02
 4918.500 0.95198298    -1.7171e-02
 4919.000 0.95282203    -2.6144e-02
 4919.500 0.94705200    -3.6872e-02
 4920.000 0.93638498     5.6104e-02
 4920.500 0.93621099     6.4289e-02
 4921.000 0.94710797    -4.7557e-02
 4921.500 0.95217901    -1.3884e-02
 4922.000 0.95286697    -2.1010e-03
 4922.500 0.95269400     1.6257e-03
 4923.000 0.95150501    -2.8786e-02
 4923.500 0.94511700    -1.1257e-02
 4924.000 0.93882698     7.6167e-02
 4924.500 0.94417500    -1.4097e-02
 4925.000 0.94871700    -3.9124e-02
 4925.500 0.94566500    -1.1664e-02
 4926.000 0.94081998     4.2747e-02
 4926.500 0.94303900     1.0213e-02
 4927.000 0.94627899    -5.9097e-02
 4927.500 0.94099498     2.1600e-02
 4928.000 0.93949097     6.3419e-02
 4928.500 0.94797301    -3.5609e-02
 4929.000 0.95242798    -1.7632e-02
 4929.500 0.95214403    -7.5971e-03
 4930.000 0.95005602     4.7230e-03
 4930.500 0.94752902    -2.1830e-02
 4931.000 0.93974102    -4.3665e-02
 4931.500 0.92549402     4.1475e-02
 4932.000 0.91284299    -8.3932e-02
 4932.500 0.85834903    -7.0998e-01
 4933.000 0.69485098     3.0774e-01
 4933.500 0.56445098     2.7336e-01
 4934.000 0.49358600     2.7655e-02
 4934.500 0.49882299     1.4425e+00
 4935.000 0.71727002    -6.8048e-01
 4935.500 0.86605400    -3.9244e-01
 4936.000 0.91801500    -7.3491e-02
 4936.500 0.93853903    -6.8079e-02
 4937.000 0.94428402    -8.8888e-03
 4937.500 0.94559199    -2.8544e-03
 4938.000 0.94593698    -2.8049e-03
 4938.500 0.94367599    -4.8469e-02
 4939.000 0.93438101     2.7867e-02
 4939.500 0.93107498     8.0738e-02
 4940.000 0.94019699    -5.2545e-02
 4940.500 0.94281799    -2.6582e-02
 4941.000 0.93756300    -3.0151e-02
 4941.500 0.92240101    -9.0582e-02
 4942.000 0.86470199    -6.2841e-01
 4942.500 0.68003500    -4.4301e-01
 4943.000 0.47667500     1.9518e+00
 4943.500 0.59563202     3.7130e-01
 4944.000 0.82185799    -8.6257e-01
 4944.500 0.91190100    -1.8942e-01
 4945.000 0.93246502    -4.7256e-02
 4945.500 0.93769097     1.0330e-02
 4946.000 0.94076401    -4.5734e-02
 4946.500 0.93487102    -4.2577e-02
 4947.000 0.92489398     1.1803e-01
 4947.500 0.93199700    -1.9608e-02
 4948.000 0.93823999    -6.0235e-02
